reward,is_done_success,entropy,experience_bonus,entropy_map,done_penalty,agent,done_bonus,counter_changes,changes_penalty,bonus_factor,historical,counter_done_max_changes,counter_done,representation,discount_rewards,rewards_sum,reward_game,discount_reward,piece_penalty,segments,counter_done_interations,reward_experience_bonus
3.0,True,2.25,1.0162,1.042852704511711,,,0.0,8,,1.620185174601965,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([69], dtype=int64), array([4], dtype=int64), array([27], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([36], dtype=int64), array([69], dtype=int64), array([9], dtype=int64)]}",2,30,narrow-puzzle,2.553987155462983,2.3,0.0,,0,[69  4 27 36  9 36 69  9],0,3.0486
3.0,True,2.0,1.0164,1.044215704122686,,,0.0,9,,1.5275252316519468,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([28], dtype=int64), array([36], dtype=int64), array([27], dtype=int64), array([9], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([60], dtype=int64), array([69], dtype=int64)]}",2,31,narrow-puzzle,2.4919531412518694,2.2,3.0,,0,[69 36 27  9 36 36 36 60],0,3.0492
3.0,True,2.4056390622295662,1.0166,1.030578641875804,,,0.0,8,,1.620185174601965,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([66], dtype=int64), array([9], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([9], dtype=int64), array([1], dtype=int64), array([4], dtype=int64)]}",2,32,narrow-puzzle,2.553987155462983,2.3,0.0,,0,[66  9 28 36  9  9  1  4],0,3.0498
3.0,True,2.4056390622295662,1.0168,1.0314136431896277,,,0.0,13,,1.2709778186044849,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([36], dtype=int64), array([12], dtype=int64), array([69], dtype=int64), array([36], dtype=int64), array([28], dtype=int64), array([27], dtype=int64), array([4], dtype=int64), array([12], dtype=int64), array([69], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([36], dtype=int64)]}",3,33,narrow-puzzle,2.2478977001032003,1.8,3.0,,0,[69 36 36  9 36 27  4 12],0,3.0504
3.0,True,2.75,1.017,1.0311971924185719,,,10.0,9,,1.5275252316519468,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([27], dtype=int64), array([12], dtype=int64), array([69], dtype=int64), array([4], dtype=int64), array([27], dtype=int64), array([15], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([9], dtype=int64)]}",4,34,narrow-puzzle,2.4919531412518694,2.2,3.0,,0,[ 9 12 69  4 27 15 36 36],0,3.0509999999999997
3.0,True,2.0,1.0172,1.0441073152887042,,,0.0,15,,1.1832159566199232,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([27], dtype=int64), array([63], dtype=int64), array([49], dtype=int64), array([12], dtype=int64), array([36], dtype=int64), array([49], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([60], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([4], dtype=int64), array([69], dtype=int64), array([36], dtype=int64)]}",4,35,narrow-puzzle,2.128275931088327,1.5999999999999999,3.0,,0,[36 60 28 36  4 69 36 36],0,3.0516000000000005
3.0,True,2.5,1.0174,1.0301764888081681,,,0.0,8,,1.620185174601965,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([9], dtype=int64), array([75], dtype=int64), array([41], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([27], dtype=int64), array([4], dtype=int64), array([4], dtype=int64)]}",4,36,narrow-puzzle,2.553987155462983,2.3,0.0,,0,[ 9 75 41 36 36 27  4  4],0,3.0522
3.0,True,2.5,1.0176,1.043565289252315,,,0.0,8,,1.620185174601965,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([36], dtype=int64), array([28], dtype=int64), array([60], dtype=int64), array([4], dtype=int64), array([9], dtype=int64), array([36], dtype=int64), array([23], dtype=int64), array([9], dtype=int64)]}",4,37,narrow-puzzle,2.553987155462983,2.3,0.0,,0,[36 28 60  4  9 36 23  9],0,3.0528000000000004
3.0,True,2.5,1.0178,1.0311971924185719,,,0.0,11,,1.381698559415515,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([27], dtype=int64), array([9], dtype=int64), array([36], dtype=int64), array([27], dtype=int64), array([36], dtype=int64), array([12], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([27], dtype=int64), array([69], dtype=int64), array([9], dtype=int64), array([41], dtype=int64)]}",5,38,narrow-puzzle,2.3083055640859937,1.9000000000000001,3.0,,0,[27 69  9 41 36 12 36  9],0,3.0534
3.0,True,2.5,1.018,1.0311971924185719,,,0.0,10,,1.4491376746189437,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([4], dtype=int64), array([27], dtype=int64), array([36], dtype=int64), array([4], dtype=int64), array([74], dtype=int64), array([9], dtype=int64), array([27], dtype=int64), array([9], dtype=int64), array([12], dtype=int64), array([36], dtype=int64)]}",5,39,narrow-puzzle,2.4303302488554155,2.1,3.0,,0,[12 36 36  4 74  9 27  9],0,3.0540000000000003
3.0,True,2.75,1.0182,1.042852704511711,,,10.0,8,,1.620185174601965,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([27], dtype=int64), array([41], dtype=int64), array([1], dtype=int64), array([9], dtype=int64), array([9], dtype=int64), array([67], dtype=int64), array([69], dtype=int64), array([36], dtype=int64)]}",5,40,narrow-puzzle,2.553987155462983,2.3,0.0,,0,[27 41  1  9  9 67 69 36],0,3.0545999999999998
3.0,True,3.0,1.0184,1.0439369789535315,,,50.0,21,,1.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([60], dtype=int64), array([36], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([12], dtype=int64), array([28], dtype=int64), array([69], dtype=int64), array([4], dtype=int64), array([4], dtype=int64), array([27], dtype=int64), array([67], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([75], dtype=int64), array([60], dtype=int64), array([34], dtype=int64), array([9], dtype=int64), array([69], dtype=int64), array([1], dtype=int64), array([12], dtype=int64), array([27], dtype=int64), array([36], dtype=int64)]}",6,41,narrow-puzzle,1.721828799965464,0.8999999999999995,4.0,,0,[ 9 69  1 12 27 36 60 34],0,3.0552
