counter_done,agent,counter_done_max_changes,reward_game,representation,done_penalty,counter_changes,reward_experience_bonus,entropy,reward,changes_penalty,piece_penalty,discount_reward,done_bonus,is_done_success,segments,discount_rewards,rewards_sum,experience_bonus,historical,bonus_factor,counter_done_interations,entropy_map
207,,0,0.0,narrow-puzzle,,6,2.7131279999999998,1.4591479170272448,2.58,,0,,0.0,True,[16 29 29 17 29 16],2.269662008923667,2.08,1.0515999999999999,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9582831238219733
208,,0,0.0,narrow-puzzle,,6,2.7136439999999995,1.2516291673878228,2.58,,0,,0.0,True,[18 29 29 29 29 17],2.269662008923667,2.08,1.0517999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9552178476322735
209,,0,0.0,narrow-puzzle,,6,2.7141599999999997,1.4591479170272446,2.58,,0,,0.0,True,[17 17 18 17 39 39],2.269662008923667,2.08,1.0519999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9997892080780693
210,,0,0.0,narrow-puzzle,,6,2.7146759999999994,1.4591479170272448,2.58,,0,,0.0,True,[17 16 18 17 16 17],2.269662008923667,2.08,1.0521999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9999473039445343
211,,0,0.0,narrow-puzzle,,6,2.7151919999999996,1.4591479170272448,2.58,,0,,0.0,True,[17 17 16 17 39 16],2.269662008923667,2.08,1.0523999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9998814320705911
212,,0,0.0,narrow-puzzle,,6,2.7157079999999993,1.9182958340544893,2.58,,0,,0.0,True,[17 16 18 16 18 29],2.269662008923667,2.08,1.0525999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9743429593269619
213,,0,0.0,narrow-puzzle,,6,2.7162239999999995,1.4591479170272448,2.58,,0,,0.0,True,[16 16 17 17 16 29],2.269662008923667,2.08,1.0527999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9910760598382222
214,,0,0.0,narrow-puzzle,,6,2.7167399999999993,1.4591479170272448,2.58,,0,,0.0,True,[17 17 29 29 29 16],2.269662008923667,2.08,1.0529999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.984716982408986
215,,0,0.0,narrow-puzzle,,6,2.7172559999999994,1.9182958340544893,2.58,,0,,0.0,True,[16 17 29 16 29 39],2.269662008923667,2.08,1.0531999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.95977380852999
216,,0,0.0,narrow-puzzle,,6,2.7177719999999996,1.9182958340544893,2.58,,0,,0.0,True,[17 39 29 17 18 29],2.269662008923667,2.08,1.0534,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9873026324188969
217,,0,0.0,narrow-puzzle,,6,2.718288,2.2516291673878226,2.58,,0,,10.0,True,[29 16 18 17 29 39],2.269662008923667,2.08,1.0535999999999999,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9626715710407068
218,,0,0.0,narrow-puzzle,,6,2.7188039999999996,0.9182958340544896,2.58,,0,,0.0,True,[29 29 17 17 29 29],2.269662008923667,2.08,1.0537999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.980892449782821
219,,0,0.0,narrow-puzzle,,6,2.7193199999999997,1.4591479170272448,2.58,,0,,0.0,True,[17 24 29 17 29 29],2.269662008923667,2.08,1.0539999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([24], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9818890814641623
220,,0,0.0,narrow-puzzle,,6,2.7198359999999995,1.9182958340544893,2.58,,0,,0.0,True,[18 16 16 29 39 29],2.269662008923667,2.08,1.0541999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9245731266076261
221,,0,0.0,narrow-puzzle,,6,2.7203519999999997,1.7924812503605778,2.58,,0,,0.0,True,[16 17 29 29 24 29],2.269662008923667,2.08,1.0543999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([24], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
222,,0,0.0,narrow-puzzle,,6,2.7208679999999994,1.7924812503605778,2.58,,0,,0.0,True,[18 29 17 16 29 29],2.269662008923667,2.08,1.0545999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.961236604722876
223,,0,0.0,narrow-puzzle,,6,2.7213839999999996,0.6500224216483541,2.58,,0,,0.0,True,[17 29 29 29 29 29],2.269662008923667,2.08,1.0547999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9453461763331195
224,,0,0.0,narrow-puzzle,,6,2.7218999999999993,1.4591479170272446,2.58,,0,,0.0,True,[17 29 17 16 16 17],2.269662008923667,2.08,1.0549999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9997892080780693
225,,0,0.0,narrow-puzzle,,6,2.7224159999999995,1.2516291673878228,2.58,,0,,0.0,True,[29 17 29 29 29 10],2.269662008923667,2.08,1.0551999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([10], dtype=int64)]}",3.188521078284832,0,0.956764490628274
226,,0,0.0,narrow-puzzle,,6,2.7229319999999992,1.9182958340544893,2.58,,0,,0.0,True,[18 17 17 16 39 16],2.269662008923667,2.08,1.0553999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9930197666773304
227,,0,0.0,narrow-puzzle,,6,2.723448,0.6500224216483541,2.58,,0,,0.0,True,[17 16 17 17 17 17],2.269662008923667,2.08,1.0555999999999999,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9743429593269619
228,,0,0.0,narrow-puzzle,,6,2.7239639999999996,1.9182958340544893,2.58,,0,,0.0,True,[29 16 18 16 29 17],2.269662008923667,2.08,1.0557999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9668100575025925
229,,0,0.0,narrow-puzzle,,6,2.72448,1.9182958340544893,2.58,,0,,0.0,True,[16 17 29 14 17 29],2.269662008923667,2.08,1.0559999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([14], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9923985003332222
230,,0,0.0,narrow-puzzle,,6,2.7249959999999995,1.4591479170272446,2.58,,0,,0.0,True,[29 29 24 29 17 17],2.269662008923667,2.08,1.0561999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([24], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9818890814641623
231,,0,0.0,narrow-puzzle,,6,2.7255119999999997,1.9182958340544896,2.58,,0,,0.0,True,[16 39 29 17 29 17],2.269662008923667,2.08,1.0563999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9856057373450678
232,,0,0.0,narrow-puzzle,,6,2.7260279999999995,0.9182958340544896,2.58,,0,,0.0,True,[29 17 17 17 29 17],2.269662008923667,2.08,1.0565999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9974163820804769
233,,0,0.0,narrow-puzzle,,6,2.726543999999999,1.7924812503605778,2.58,,0,,0.0,True,[16 39 29 17 29 29],2.269662008923667,2.08,1.0567999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
234,,0,0.0,narrow-puzzle,,6,2.7270599999999994,1.2516291673878228,2.58,,0,,0.0,True,[29 17 29 29 16 29],2.269662008923667,2.08,1.0569999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9520402801398791
235,,0,0.0,narrow-puzzle,,6,2.727575999999999,1.2516291673878228,2.58,,0,,0.0,True,[16 10 29 29 29 29],2.269662008923667,2.08,1.0571999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([10], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9161442454222585
236,,0,0.0,narrow-puzzle,,6,2.7280919999999993,1.7924812503605778,2.58,,0,,0.0,True,[16 16 17 18 29 16],2.269662008923667,2.08,1.0573999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9719417519338609
237,,0,0.0,narrow-puzzle,,6,2.728608,1.9182958340544893,2.58,,0,,0.0,True,[29 17 18 29 39 18],2.269662008923667,2.08,1.0575999999999999,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9654582420495811
238,,0,0.0,narrow-puzzle,,6,2.7291239999999997,1.584962500721156,2.58,,0,,0.0,True,[18 29 17 18 17 29],2.269662008923667,2.08,1.0577999999999999,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9910760598382222
239,,0,0.0,narrow-puzzle,,6,2.72964,1.7924812503605778,2.58,,0,,0.0,True,[18 29 29 32 29 17],2.269662008923667,2.08,1.0579999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([32], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.961236604722876
240,,0,0.0,narrow-puzzle,,6,2.7301559999999996,1.4591479170272448,2.58,,0,,0.0,True,[16 29 29 16 29 39],2.269662008923667,2.08,1.0581999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9117517586347538
241,,0,0.0,narrow-puzzle,,6,2.7306719999999993,1.4591479170272448,2.58,,0,,0.0,True,[29 17 17 17 24 29],2.269662008923667,2.08,1.0583999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([24], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9984053761264435
242,,0,0.0,narrow-puzzle,,6,2.7311879999999995,1.7924812503605778,2.58,,0,,0.0,True,[28 29 29 18 16 29],2.269662008923667,2.08,1.0585999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([28], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9504092261332583
243,,0,0.0,narrow-puzzle,,6,2.7317039999999992,1.7924812503605778,2.58,,0,,0.0,True,[29 18 16 29 29 39],2.269662008923667,2.08,1.0587999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9161442454222585
244,,0,0.0,narrow-puzzle,,6,2.7322199999999994,1.9182958340544896,2.58,,0,,0.0,True,[16 18 17 29 17 29],2.269662008923667,2.08,1.0589999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9896469097488854
245,,0,0.0,narrow-puzzle,,6,2.732735999999999,0.6500224216483541,2.58,,0,,0.0,True,[29 29 16 29 29 29],2.269662008923667,2.08,1.0591999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9002448724102411
246,,0,0.0,narrow-puzzle,,6,2.7332519999999993,2.2516291673878226,2.58,,0,,10.0,True,[16 17 29 24 12 17],2.269662008923667,2.08,1.0593999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([24], dtype=int64), array([12], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9989326546260581
247,,0,0.0,narrow-puzzle,,6,2.733767999999999,1.4591479170272448,2.58,,0,,0.0,True,[29 17 17 39 29 17],2.269662008923667,2.08,1.0595999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9984053761264435
248,,0,0.0,narrow-puzzle,,6,2.7342839999999997,1.4591479170272448,2.58,,0,,0.0,True,[29 29 29 17 16 17],2.269662008923667,2.08,1.0597999999999999,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.984716982408986
249,,0,0.0,narrow-puzzle,,6,2.7347999999999995,1.9182958340544893,2.58,,0,,0.0,True,[16 29 18 29 16 17],2.269662008923667,2.08,1.0599999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9668100575025925
250,,0,0.0,narrow-puzzle,,6,2.7353159999999996,1.7924812503605778,2.58,,0,,0.0,True,[17 17 16 18 17 29],2.269662008923667,2.08,1.0601999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9999473039445343
251,,0,0.0,narrow-puzzle,,6,2.7358319999999994,1.9182958340544893,2.58,,0,,0.0,True,[17 16 18 16 24 18],2.269662008923667,2.08,1.0603999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([24], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9755025696892738
252,,0,0.0,narrow-puzzle,,6,2.7363479999999996,2.2516291673878226,2.58,,0,,10.0,True,[17 17 18 24 29 14],2.269662008923667,2.08,1.0605999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([24], dtype=int64), array([29], dtype=int64), array([14], dtype=int64)]}",3.188521078284832,0,0.9941825069613696
253,,0,0.0,narrow-puzzle,,6,2.7368639999999993,1.2516291673878228,2.58,,0,,0.0,True,[17 29 29 16 29 29],2.269662008923667,2.08,1.0607999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9520402801398791
254,,0,0.0,narrow-puzzle,,6,2.7373799999999995,1.4591479170272448,2.58,,0,,0.0,True,[29 17 18 29 17 17],2.269662008923667,2.08,1.0609999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9995256892936493
255,,0,0.0,narrow-puzzle,,6,2.737895999999999,0.9182958340544896,2.58,,0,,0.0,True,[17 17 17 29 17 29],2.269662008923667,2.08,1.0611999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9974163820804769
256,,0,0.0,narrow-puzzle,,6,2.7384119999999994,2.2516291673878226,2.58,,0,,10.0,True,[16 29 17 24 39 29],2.269662008923667,2.08,1.0613999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([24], dtype=int64), array([39], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9552178476322735
257,,0,3.0,narrow-puzzle,,12,2.738927999999999,1.7924812503605778,2.58,,0,,0.0,True,[17 29 29 18 16 29],1.9106526150924463,1.4800000000000002,1.0615999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([37], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",2.254624876411447,0,0.961236604722876
258,,0,0.0,narrow-puzzle,,6,2.7394439999999993,1.2516291673878228,2.58,,0,,0.0,True,[29 18 29 29 29 17],2.269662008923667,2.08,1.0617999999999996,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9552178476322735
259,,0,0.0,narrow-puzzle,,6,2.7399599999999995,1.2516291673878228,2.58,,0,,0.0,True,[29 16 29 39 29 29],2.269662008923667,2.08,1.0619999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9026067423614912
260,,0,0.0,narrow-puzzle,,6,2.7404759999999997,1.2516291673878228,2.58,,0,,0.0,True,[17 29 18 29 29 29],2.269662008923667,2.08,1.0621999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9552178476322735
261,,0,0.0,narrow-puzzle,,6,2.7409919999999994,1.7924812503605778,2.58,,0,,0.0,True,[16 24 29 29 39 29],2.269662008923667,2.08,1.0623999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([24], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9049382594235602
262,,0,0.0,narrow-puzzle,,6,2.7415079999999996,1.584962500721156,2.58,,0,,0.0,True,[18 17 29 17 18 29],2.269662008923667,2.08,1.0625999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9910760598382222
263,,0,0.0,narrow-puzzle,,6,2.7420239999999994,1.4591479170272448,2.58,,0,,0.0,True,[17 18 17 17 39 18],2.269662008923667,2.08,1.0627999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.999986826106434
264,,0,0.0,narrow-puzzle,,6,2.7425399999999995,1.9182958340544896,2.58,,0,,0.0,True,[39 28 17 39 29 29],2.269662008923667,2.08,1.0629999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([39], dtype=int64), array([28], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9755025696892738
265,,0,0.0,narrow-puzzle,,6,2.7430559999999993,1.4591479170272448,2.58,,0,,0.0,True,[29 17 18 29 17 29],2.269662008923667,2.08,1.0631999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9864676098415691
266,,0,0.0,narrow-puzzle,,6,2.7435719999999995,1.4591479170272448,2.58,,0,,0.0,True,[18 17 29 18 17 17],2.269662008923667,2.08,1.0633999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,1.0
267,,0,0.0,narrow-puzzle,,6,2.744087999999999,1.2516291673878228,2.58,,0,,0.0,True,[39 17 29 29 29 29],2.269662008923667,2.08,1.0635999999999997,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([39], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9470622432515329
268,,0,0.0,narrow-puzzle,,6,2.744604,1.584962500721156,2.58,,0,,0.0,True,[16 29 16 17 29 17],2.269662008923667,2.08,1.0637999999999999,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9881108365218301
269,,0,0.0,narrow-puzzle,,6,2.7451199999999996,1.4591479170272448,2.58,,0,,0.0,True,[29 17 29 16 17 17],2.269662008923667,2.08,1.0639999999999998,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9991567090571561
