counter_done,agent,counter_done_max_changes,reward_game,representation,done_penalty,counter_changes,reward_experience_bonus,entropy,reward,changes_penalty,piece_penalty,discount_reward,done_bonus,is_done_success,segments,discount_rewards,rewards_sum,experience_bonus,historical,bonus_factor,counter_done_interations,entropy_map
851,,0,0.0,narrow-puzzle,,6,3.0454320000000084,2.2516291673878226,2.58,,0,,10.0,True,[17 39 30 24 29 29],2.269662008923667,2.08,1.1804000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([39], dtype=int64), array([30], dtype=int64), array([24], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
852,,0,0.0,narrow-puzzle,,6,3.0459480000000085,1.2516291673878228,2.58,,0,,0.0,True,[29 29 29 29 17 18],2.269662008923667,2.08,1.1806000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9552178476322735
853,,0,0.0,narrow-puzzle,,6,3.0464640000000083,0.9182958340544896,2.58,,0,,0.0,True,[29 29 17 17 17 17],2.269662008923667,2.08,1.1808000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9974163820804769
854,,0,0.0,narrow-puzzle,,6,3.046980000000008,1.9182958340544896,2.58,,0,,0.0,True,[16 16 18 17 29 29],2.269662008923667,2.08,1.1810000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9668100575025925
855,,0,0.0,narrow-puzzle,,6,3.047496000000008,1.7924812503605778,2.58,,0,,0.0,True,[17 29 17 16 39 17],2.269662008923667,2.08,1.1812000000000031,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9993543848687498
856,,0,0.0,narrow-puzzle,,6,3.048012000000008,2.2516291673878226,2.58,,0,,10.0,True,[29 30 24 16 17 29],2.269662008923667,2.08,1.1814000000000031,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([30], dtype=int64), array([24], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9582831238219733
857,,0,0.0,narrow-puzzle,,6,3.048528000000008,1.4591479170272448,2.58,,0,,0.0,True,[17 17 29 17 16 29],2.269662008923667,2.08,1.181600000000003,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9991567090571561
858,,0,0.0,narrow-puzzle,,6,3.049044000000008,1.4591479170272448,2.58,,0,,0.0,True,[17 17 16 16 16 29],2.269662008923667,2.08,1.181800000000003,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9910760598382222
859,,0,0.0,narrow-puzzle,,6,3.049560000000008,1.4591479170272448,2.58,,0,,0.0,True,[17 29 17 16 17 29],2.269662008923667,2.08,1.182000000000003,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9991567090571561
860,,0,0.0,narrow-puzzle,,6,3.0500760000000087,1.2516291673878228,2.58,,0,,0.0,True,[29 29 24 16 29 29],2.269662008923667,2.08,1.1822000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([24], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9026067423614912
861,,0,0.0,narrow-puzzle,,6,3.0505920000000084,1.4591479170272448,2.58,,0,,0.0,True,[29 17 29 29 17 14],2.269662008923667,2.08,1.1824000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([14], dtype=int64)]}",3.188521078284832,0,0.9896469097488854
862,,0,0.0,narrow-puzzle,,6,3.051108000000008,1.7924812503605778,2.58,,0,,0.0,True,[17 39 17 16 17 29],2.269662008923667,2.08,1.1826000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([39], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9993543848687498
863,,0,0.0,narrow-puzzle,,6,3.0516240000000083,1.4591479170272448,2.58,,0,,0.0,True,[29 17 16 29 29 17],2.269662008923667,2.08,1.1828000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.984716982408986
864,,0,0.0,narrow-puzzle,,6,3.052140000000008,0.9182958340544896,2.58,,0,,0.0,True,[29 16 16 29 29 29],2.269662008923667,2.08,1.1830000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9095106630291534
865,,0,0.0,narrow-puzzle,,6,3.0526560000000083,1.4591479170272448,2.58,,0,,0.0,True,[17 17 29 17 10 29],2.269662008923667,2.08,1.1832000000000031,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([10], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9996706285970819
866,,0,0.0,narrow-puzzle,,6,3.053172000000008,0.6500224216483541,2.58,,0,,0.0,True,[29 29 29 29 24 29],2.269662008923667,2.08,1.1834000000000031,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([24], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.8929760387750643
867,,0,0.0,narrow-puzzle,,6,3.0536880000000086,1.2516291673878228,2.58,,0,,0.0,True,[16 29 29 29 29 17],2.269662008923667,2.08,1.1836000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9520402801398791
868,,0,0.0,narrow-puzzle,,6,3.054204000000009,0.6500224216483541,2.58,,0,,0.0,True,[17 17 17 29 17 17],2.269662008923667,2.08,1.1838000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9788179629263809
869,,0,0.0,narrow-puzzle,,6,3.0547200000000085,1.2516291673878228,2.58,,0,,0.0,True,[29 18 29 29 16 29],2.269662008923667,2.08,1.1840000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9139629195428369
870,,0,0.0,narrow-puzzle,,6,3.0552360000000083,1.9182958340544893,2.58,,0,,0.0,True,[29 18 16 16 39 29],2.269662008923667,2.08,1.1842000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9245731266076261
871,,0,0.0,narrow-puzzle,,6,3.0557520000000085,1.9182958340544893,2.58,,0,,0.0,True,[29 17 29 18 17 39],2.269662008923667,2.08,1.1844000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9873026324188969
872,,0,0.0,narrow-puzzle,,6,3.056268000000008,1.9182958340544893,2.58,,0,,0.0,True,[18 29 16 29 16 17],2.269662008923667,2.08,1.1846000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9668100575025925
873,,0,0.0,narrow-puzzle,,6,3.0567840000000084,1.4591479170272448,2.58,,0,,0.0,True,[16 29 17 16 17 17],2.269662008923667,2.08,1.1848000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9997892080780693
874,,0,0.0,narrow-puzzle,,6,3.057300000000008,1.4591479170272448,2.58,,0,,0.0,True,[17 17 29 29 29 16],2.269662008923667,2.08,1.1850000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.984716982408986
875,,0,0.0,narrow-puzzle,,6,3.0578160000000083,1.2516291673878228,2.58,,0,,0.0,True,[29 29 16 29 18 29],2.269662008923667,2.08,1.1852000000000031,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9139629195428369
876,,0,0.0,narrow-puzzle,,6,3.0583320000000085,1.0,2.58,,0,,0.0,True,[16 16 16 29 29 29],2.269662008923667,2.08,1.1854000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9182958340544896
877,,0,0.0,narrow-puzzle,,6,3.0588480000000087,1.584962500721156,2.58,,0,,0.0,True,[18 18 16 17 16 17],2.269662008923667,2.08,1.1856000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9957274520849256
878,,0,0.0,narrow-puzzle,,6,3.0593640000000084,1.2516291673878228,2.58,,0,,0.0,True,[29 29 16 29 29 17],2.269662008923667,2.08,1.1858000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9520402801398791
879,,0,0.0,narrow-puzzle,,6,3.0598800000000086,1.7924812503605778,2.58,,0,,0.0,True,[29 29 16 29 17 24],2.269662008923667,2.08,1.1860000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([24], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
880,,0,0.0,narrow-puzzle,,6,3.0603960000000083,1.4591479170272448,2.58,,0,,0.0,True,[17 17 39 18 39 17],2.269662008923667,2.08,1.1862000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([18], dtype=int64), array([39], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9997892080780693
881,,0,0.0,narrow-puzzle,,6,3.0609120000000085,2.2516291673878226,2.58,,0,,10.0,True,[24 17 16 17 18 39],2.269662008923667,2.08,1.1864000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([24], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9910760598382222
882,,0,0.0,narrow-puzzle,,6,3.0614280000000083,2.2516291673878226,2.58,,0,,10.0,True,[29 17 29 39 24 30],2.269662008923667,2.08,1.1866000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([24], dtype=int64), array([30], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
883,,0,0.0,narrow-puzzle,,6,3.061944000000009,1.4591479170272448,2.58,,0,,0.0,True,[16 16 29 16 29 17],2.269662008923667,2.08,1.1868000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9640787648082292
884,,0,0.0,narrow-puzzle,,6,3.0624600000000086,2.2516291673878226,2.58,,0,,10.0,True,[16 16 18 17 29 10],2.269662008923667,2.08,1.1870000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([10], dtype=int64)]}",3.188521078284832,0,0.9755025696892738
885,,0,0.0,narrow-puzzle,,6,3.062976000000009,1.9182958340544893,2.58,,0,,0.0,True,[29 29 17 18 17 39],2.269662008923667,2.08,1.1872000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9873026324188969
886,,0,0.0,narrow-puzzle,,6,3.0634920000000085,1.0,2.58,,0,,0.0,True,[29 16 16 29 29 16],2.269662008923667,2.08,1.1874000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9182958340544896
887,,0,0.0,narrow-puzzle,,6,3.0640080000000087,2.2516291673878226,2.58,,0,,10.0,True,[16 18 29 24 16 39],2.269662008923667,2.08,1.1876000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([24], dtype=int64), array([16], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9266067073697131
888,,0,0.0,narrow-puzzle,,6,3.0645240000000085,1.9182958340544896,2.58,,0,,0.0,True,[18 17 16 29 16 29],2.269662008923667,2.08,1.1878000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9668100575025925
889,,0,0.0,narrow-puzzle,,6,3.0650400000000086,1.4591479170272448,2.58,,0,,0.0,True,[29 17 29 24 29 17],2.269662008923667,2.08,1.1880000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([24], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9818890814641623
890,,0,0.0,narrow-puzzle,,6,3.0655560000000084,1.9182958340544893,2.58,,0,,0.0,True,[17 17 29 29 16 24],2.269662008923667,2.08,1.1882000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([24], dtype=int64)]}",3.188521078284832,0,0.9856057373450678
891,,0,0.0,narrow-puzzle,,6,3.0660720000000086,1.9182958340544893,2.58,,0,,0.0,True,[17 17 29 29 16 18],2.269662008923667,2.08,1.1884000000000032,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9896469097488854
892,,0,0.0,narrow-puzzle,,6,3.0665880000000088,2.2516291673878226,2.58,,0,,10.0,True,[16 29 17 29 39 10],2.269662008923667,2.08,1.1886000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([10], dtype=int64)]}",3.188521078284832,0,0.9640787648082292
893,,0,0.0,narrow-puzzle,,6,3.067104000000009,1.4591479170272448,2.58,,0,,0.0,True,[17 14 29 29 14 29],2.269662008923667,2.08,1.1888000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([14], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([14], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9743429593269619
894,,0,0.0,narrow-puzzle,,6,3.0676200000000087,1.4591479170272448,2.58,,0,,0.0,True,[29 17 17 16 16 16],2.269662008923667,2.08,1.1890000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9910760598382222
895,,0,0.0,narrow-puzzle,,6,3.068136000000009,1.2516291673878228,2.58,,0,,0.0,True,[17 16 29 17 17 17],2.269662008923667,2.08,1.1892000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9957274520849256
896,,0,0.0,narrow-puzzle,,6,3.0686520000000086,2.2516291673878226,2.58,,0,,10.0,True,[18 28 16 39 29 29],2.269662008923667,2.08,1.1894000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([28], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9520402801398791
897,,0,0.0,narrow-puzzle,,6,3.069168000000009,1.9182958340544893,2.58,,0,,0.0,True,[18 29 16 17 29 16],2.269662008923667,2.08,1.1896000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9668100575025925
898,,0,0.0,narrow-puzzle,,6,3.0696840000000085,1.7924812503605778,2.58,,0,,0.0,True,[29 29 17 39 16 29],2.269662008923667,2.08,1.1898000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
899,,0,0.0,narrow-puzzle,,6,3.070200000000009,1.9182958340544893,2.58,,0,,0.0,True,[16 29 16 18 29 39],2.269662008923667,2.08,1.1900000000000035,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9245731266076261
900,,0,0.0,narrow-puzzle,,6,3.070716000000009,1.4591479170272446,2.58,,0,,0.0,True,[17 29 29 29 16 16],2.269662008923667,2.08,1.1902000000000035,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9582831238219733
901,,0,0.0,narrow-puzzle,,6,3.071232000000009,1.584962500721156,2.58,,0,,0.0,True,[16 18 18 16 29 29],2.269662008923667,2.08,1.1904000000000035,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([18], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9344491365829437
902,,0,0.0,narrow-puzzle,,6,3.071748000000009,1.4591479170272448,2.58,,0,,0.0,True,[17 29 17 29 29 16],2.269662008923667,2.08,1.1906000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.984716982408986
903,,0,0.0,narrow-puzzle,,6,3.072264000000009,1.4591479170272446,2.58,,0,,0.0,True,[17 17 18 29 29 17],2.269662008923667,2.08,1.1908000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9995256892936493
904,,0,0.0,narrow-puzzle,,6,3.0727800000000087,0.9182958340544896,2.58,,0,,0.0,True,[29 29 17 29 17 29],2.269662008923667,2.08,1.1910000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.980892449782821
905,,0,0.0,narrow-puzzle,,6,3.073296000000009,1.2516291673878228,2.58,,0,,0.0,True,[29 39 29 17 29 29],2.269662008923667,2.08,1.1912000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9470622432515329
906,,0,0.0,narrow-puzzle,,6,3.0738120000000086,2.251629167387823,2.58,,0,,10.0,True,[39 24 16 29 29 18],2.269662008923667,2.08,1.1914000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([39], dtype=int64), array([24], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9182958340544896
907,,0,0.0,narrow-puzzle,,6,3.074328000000009,1.7924812503605778,2.58,,0,,0.0,True,[29 16 39 29 18 29],2.269662008923667,2.08,1.1916000000000033,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9161442454222585
908,,0,0.0,narrow-puzzle,,6,3.074844000000009,2.2516291673878226,2.58,,0,,10.0,True,[29 18 39 17 16 16],2.269662008923667,2.08,1.1918000000000035,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([18], dtype=int64), array([39], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9681342646326772
909,,0,0.0,narrow-puzzle,,6,3.075360000000009,1.4591479170272446,2.58,,0,,0.0,True,[17 17 16 39 17 39],2.269662008923667,2.08,1.1920000000000035,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([17], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9995256892936493
910,,0,0.0,narrow-puzzle,,6,3.075876000000009,1.7924812503605778,2.58,,0,,0.0,True,[17 29 39 17 16 17],2.269662008923667,2.08,1.1922000000000035,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9993543848687498
911,,0,0.0,narrow-puzzle,,6,3.076392000000009,1.9182958340544896,2.58,,0,,0.0,True,[16 18 29 16 17 17],2.269662008923667,2.08,1.1924000000000035,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9923985003332222
912,,0,0.0,narrow-puzzle,,6,3.076908000000009,1.9182958340544893,2.58,,0,,0.0,True,[29 16 16 18 29 17],2.269662008923667,2.08,1.1926000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9668100575025925
913,,0,0.0,narrow-puzzle,,6,3.077424000000009,1.2516291673878228,2.58,,0,,0.0,True,[17 17 17 17 16 29],2.269662008923667,2.08,1.1928000000000034,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9957274520849256
